reported_date,issue_id,issue_title,issue_description,car_id,car_component
2023_08_13,a85c097e-c87b-4b96-889c-b8a2ec9bce21,Malfunctioning Idle Control Valve,"The valve is not regulating the engine's idle speed properly, causing stalling or rough idle.",CAR-ID:5f3224bf,Engine
2023_08_16,ba8490ec-76ea-4258-9795-88977c29e60a,Damaged Flywheel,"The flywheel is cracked or damaged, affecting clutch operation and engine balance.",CAR-ID:9d04d94b,Engine
2021_09_24,d0e71d09-0602-4105-b9c1-92525af35d78,Seized Engine,The engine has seized due to overheating or lack of lubrication.,CAR-ID:4093bcdd,Engine
2022_01_22,d0feb4fd-9d9e-45c5-83f8-b2bf76aa00a3,Malfunctioning Gearbox Position Sensor,"The sensor is not detecting the correct gear position, leading to shifting issues.",CAR-ID:fceeb9eb,Transmission
2022_05_04,d1a71765-b2dc-471b-b936-59f2b5c57688,Clutch Slipping,"The clutch fails to engage properly, leading to a loss of acceleration.",CAR-ID:010a8605,Clutch
2019_11_09,70808c66-335e-4317-837f-3fe8058fc80e,Faulty Wheel Speed Sensor,"A wheel speed sensor is not working, potentially affecting ABS and traction control.",CAR-ID:7a15e123,Brakes
2020_02_23,2a7fd460-835d-4edd-8eba-e4c91a69abff,Failing Ignition Lock Cylinder,"The ignition lock cylinder is worn or damaged, causing difficulty in starting the car or turning the key.",CAR-ID:53857523,Electrical System
2024_02_18,19d7bf67-9ed8-4cbd-a68e-d5b6710ade1e,Leaking Shock Absorbers,"The shock absorbers are leaking fluid, reducing their effectiveness.",CAR-ID:ae809242,Suspension
2021_06_28,61fee607-54b5-4f17-a2f0-d4ec605514a2,Damaged Ignition Switch,"The ignition switch is faulty, causing issues with starting the car or electrical malfunctions.",CAR-ID:3751ef18,Electrical System
2022_03_23,80bfa39f-e421-4e23-a029-c52c7aff709f,Worn Ball Joints,"Ball joints in the suspension system are worn, affecting handling and wheel alignment.",CAR-ID:37c300a1,Suspension
2024_01_08,81495dfd-1b9b-46f7-96c3-da0fde62baf0,Failing Clutch Cable,"The clutch cable is stretched or broken, affecting clutch operation.",CAR-ID:1423ffc4,Clutch
2019_08_29,aa5e091a-631a-42c3-908a-cfa9439da064,Malfunctioning O2 Sensor,"The oxygen sensor is not providing accurate data, affecting engine performance.",CAR-ID:a346e677,Exhaust System
2020_01_12,cd8cfe22-104e-4c03-a54e-48b59e8b18d1,Damaged CV Joints,"The CV joints are damaged, leading to clicking noises and potential failure while driving.",CAR-ID:75a542e0,Drivetrain
2020_05_01,4a82c69d-e0cd-4502-ba8d-900bb3d2e7a4,Car Won't Start,"The car does not start or struggles to start, which could be an electrical or fuel issue.",CAR-ID:bdf1760b,Ignition System
2022_11_26,5004a83a-b304-401c-93df-b40653ffc060,Damaged Power Steering Pump,"The power steering pump is failing, making steering more difficult.",CAR-ID:b39311a4,Steering System
2023_12_27,2a556198-b84d-4459-92da-705f781ccd80,Torn CV Boot,"The CV boot is torn, leading to CV joint damage due to contamination.",CAR-ID:44b80b0b,Drivetrain
2019_03_12,c6f6d59a-f771-4961-848a-4dfd5ee7fd2f,Broken Seat Adjuster,"The seat adjuster mechanism is broken, preventing seat position changes.",CAR-ID:47c1c150,Interior
2020_11_17,b1da304e-8368-4063-a060-4dc5a7b72767,Fading Car Paint,The car's paint is fading or peeling due to sun exposure or age.,CAR-ID:fd13c28f,Body/Exterior
2020_03_27,1464b899-1ac0-46a5-83de-c3f6f9c5fadf,Worn Out Piston Rings,"Piston rings are worn, leading to oil burning and loss of compression.",CAR-ID:54cbace0,Engine
2019_03_07,4822e02e-5949-4b3b-ada5-ded1e4a8a47c,Stuck Brake Pads,"Brake pads are not releasing from the disc fully, causing drag and wear.",CAR-ID:ac2f2a30,Brakes
2022_03_13,f0807f57-ae17-4da3-b558-5466044352e3,Failing Wheel Bearing,"A wheel bearing is damaged, causing noise and vibration while driving.",CAR-ID:bc62608f,Wheel Assembly
2022_06_07,253c37b8-dcdd-4488-bab0-27a4c137bd44,Damaged Oxygen Sensors,"Oxygen sensors are damaged or failing, leading to poor fuel economy and emissions.",CAR-ID:98086256,Exhaust System
2023_01_30,07d1df8e-2e28-4118-883a-758e601219d9,Malfunctioning Traction Control System,"The traction control system is not functioning properly, affecting vehicle stability.",CAR-ID:9c6ee941,Safety System
2023_06_17,d06110ec-ffa3-4463-9b16-311a93ce84db,Malfunctioning Gearbox Position Sensor,"The sensor is not detecting the correct gear position, leading to shifting issues.",CAR-ID:579846d7,Transmission
2021_09_26,54e59fbd-509f-487f-a707-bf24384f1192,Uneven Tire Wear,"Tires are wearing down unevenly, which could indicate alignment issues.",CAR-ID:89732109,Tires/Suspension
2020_06_01,8c69c2e9-87b0-4270-a35b-58ce7567e774,Malfunctioning Manifold Absolute Pressure Sensor,"The MAP sensor is not accurately measuring air pressure, affecting engine performance.",CAR-ID:896d1980,Engine
2020_12_08,2cd8f2fc-346e-4f33-8800-48cb32d0005b,Seized Engine,The engine has seized due to overheating or lack of lubrication.,CAR-ID:e95a2d72,Engine
2023_07_01,3ea0d5f2-5e0e-42e8-a9a2-6e15b8ba7165,Warped Brake Rotors,"The brake rotors are uneven, causing vibration when braking.",CAR-ID:b748898d,Brakes
2019_03_20,d44c5a98-5ae2-4c39-ab0d-4ca1baa957c5,Exhaust Smoke,"Excessive smoke is coming from the exhaust, indicating possible oil or fuel issues.",CAR-ID:a64d36ea,Exhaust System
2019_12_14,706f99a6-a358-4e3f-9e88-5bcf8970d4f0,Failing Oil Pump,"The oil pump is not circulating oil properly, risking engine damage due to poor lubrication.",CAR-ID:38a94485,Engine
2019_03_02,79fbcd6e-8537-41b4-b676-b057afe04612,Deteriorating Hoses,Rubber hoses in the engine bay are cracking or leaking.,CAR-ID:e4829070,Engine
2019_05_27,65aa0da7-2d12-4ab5-8a9c-7bd44ca69a5c,Malfunctioning Gearbox Position Sensor,"The sensor is not detecting the correct gear position, leading to shifting issues.",CAR-ID:c7e734fa,Transmission
2023_08_28,dd9f4373-d6e6-41da-ac80-fbcb6655301c,Faulty Ignition Coil,"An ignition coil is failing, causing misfires and poor engine performance.",CAR-ID:7f99fc76,Ignition System
2020_01_30,df67b8bf-4158-46ab-a588-191185246fa6,Failing Windshield Washer Pump,"The pump is not supplying fluid to the windshield, impairing visibility.",CAR-ID:5550848d,Electrical System
2020_10_30,31520cc7-1145-4e95-baab-7e87c8596202,Dead Battery,The battery is unable to hold a charge or start the engine.,CAR-ID:c230e5ef,Battery
2020_09_01,3aee4864-4be0-4698-8b23-8fad41c90ff3,Damaged Turbocharger Seals,"The seals in the turbocharger are leaking, causing oil leaks and reduced performance.",CAR-ID:0db5aaed,Engine
2019_10_08,86018584-4b31-4b00-b0d8-9d2072ff6faa,Faulty Fuel Pump,The fuel pump is not delivering fuel to the engine efficiently.,CAR-ID:ff14e2ba,Fuel System
2020_07_12,526a3075-ce4e-42b9-a472-30bdc0ab41d1,Malfunctioning Gearbox Position Sensor,"The sensor is not detecting the correct gear position, leading to shifting issues.",CAR-ID:85124466,Transmission
2020_02_01,bb94812f-1e3f-4046-a1aa-49770d087301,Worn Out Timing Chain,"The timing chain is stretched or damaged, affecting engine timing and performance.",CAR-ID:9d1fe95b,Engine
2020_07_29,55b8939b-0a61-4a11-a782-4ed4bdd06633,Worn Out Timing Chain,"The timing chain is stretched or damaged, affecting engine timing and performance.",CAR-ID:3f5937e5,Engine
2019_03_28,73a8ec9a-75d1-4210-84d4-f2426a0bb2d7,Worn Ball Joints,"Ball joints in the suspension system are worn, affecting handling and wheel alignment.",CAR-ID:a9df9941,Suspension
2022_10_08,687e9761-7253-45af-ad94-bdde8502e057,Seized Engine,The engine has seized due to overheating or lack of lubrication.,CAR-ID:24504989,Engine
2019_12_02,6bb09b49-d1af-49aa-ae15-e30d7e042250,Malfunctioning Fuel Shut-Off Valve,"The valve is not operating correctly, affecting fuel flow.",CAR-ID:40e1af9e,Fuel System
2022_05_13,42a87c30-d27f-4843-819a-d08fe02b473c,Broken Axle,"An axle is bent or broken, severely affecting the vehicle's ability to move.",CAR-ID:b748898d,Drivetrain
2020_02_29,3551bbff-349f-451e-9c73-a60839f4e382,Broken Axle,"An axle is bent or broken, severely affecting the vehicle's ability to move.",CAR-ID:3cb18306,Drivetrain
2021_10_07,3897b21e-8476-4ea7-becf-1dbdb17951b3,Bad Timing Belt,"The timing belt is worn or has snapped, potentially causing engine damage.",CAR-ID:fbc800fb,Engine
2023_01_27,8dad45d9-c80b-4ce4-adb8-e1fdf44122e1,Malfunctioning HVAC Controls,"The controls for the heating, ventilation, and air conditioning system are not working properly.",CAR-ID:d0f4320b,HVAC System
2023_01_23,d6942913-c651-48fd-82a2-03fda1d2bd0f,Brake Pad Wear,The brake pads have worn down and need replacement.,CAR-ID:5e73a17f,Brakes
2021_10_19,059e7914-6ba6-4ec9-b950-4d5942a7fa69,Leaking Shock Absorbers,"The shock absorbers are leaking fluid, reducing their effectiveness.",CAR-ID:c6e19d31,Suspension
2021_06_08,0b207bcb-12b1-4c1a-9479-fc5c506b8be4,Broken Tail Lights,"One or more tail lights are not functioning, which can be a safety hazard.",CAR-ID:5bfe6309,Electrical System
2022_03_18,d6b9b876-fc29-40d7-b4ef-ed54680bf0a5,Squealing Belts,"Squealing sounds from the engine bay, indicating a belt may be loose or worn.",CAR-ID:42238e3b,Engine Belts
2021_09_14,fa09d75f-e3c1-4ca4-be9c-0fcda906d60e,Bad Timing Belt,"The timing belt is worn or has snapped, potentially causing engine damage.",CAR-ID:77dfd473,Engine
2021_03_18,245e73d7-573a-4744-b9aa-79d63ede45be,Sticking Brake Caliper,"A brake caliper is sticking, causing reduced braking power and uneven wear.",CAR-ID:64aac3dc,Brakes
2022_06_30,112d18fd-6950-4016-8dfd-8c40b3a1caf9,Faulty Wheel Speed Sensor,"A wheel speed sensor is not working, potentially affecting ABS and traction control.",CAR-ID:48bbb201,Brakes
2020_11_06,b90da375-29eb-4ade-a566-3b3e5fbac175,Worn Spark Plug Wires,"Spark plug wires are worn or damaged, causing misfires and engine performance issues.",CAR-ID:0d9ae372,Ignition System
2023_12_17,3e273a9c-e547-468f-87a7-3e525bff099d,Worn Out Engine Bearings,"Engine bearings are worn, leading to engine noise and potential failure.",CAR-ID:7abedb7f,Engine
2024_01_21,b457d6cc-0f3a-4fa5-8198-c022a166f0cb,Leaking Brake Fluid,"Brake fluid is leaking from the system, leading to reduced braking power.",CAR-ID:83243fc6,Brakes
2023_09_26,ab108fe4-4d04-428f-9a32-d0bb3dfb1eb4,Failing Glow Plugs,"Glow plugs in diesel engines are failing, causing starting issues in cold weather.",CAR-ID:2c196483,Ignition System
2022_11_19,7114ae9c-def8-4c24-a32d-ac8e448d73bd,Worn Out Timing Chain,"The timing chain is stretched or damaged, affecting engine timing and performance.",CAR-ID:4e059385,Engine
2023_03_26,4d827a11-4870-4ba9-9561-f5407058cb11,Worn Strut Bearings,"Strut bearings are worn, causing noise and affecting steering and suspension.",CAR-ID:3bacd273,Suspension
2019_11_28,523281a5-8200-4619-a0ac-d342700ef377,Malfunctioning Car Alarm,The car alarm is going off randomly or not functioning when needed.,CAR-ID:25976627,Electrical System
2020_06_13,afb804a1-11ce-40cd-a27a-256319a90bae,Damaged Flexplate,"The flexplate is cracked or damaged, causing starter engagement issues.",CAR-ID:8773c6d2,Engine
2021_06_20,a48c5d56-3525-4ad9-8532-a2fbecd13678,Failing Alternator Diode,"A diode in the alternator is failing, causing battery drain and electrical issues.",CAR-ID:a346e677,Electrical System
2020_01_02,87dffce5-5436-468a-bb4c-e1438495a0c6,Worn Out Engine Gaskets,"Various engine gaskets are worn, leading to leaks and potential engine damage.",CAR-ID:e6a077e8,Engine
2021_02_08,ec861517-205f-42e0-88d8-6344050a4d4d,Dirty Fuel Injectors,"Fuel injectors are clogged or dirty, affecting engine performance.",CAR-ID:d7d451d8,Fuel System
2023_02_15,24455290-6f92-4c3c-85be-c69c0ba31dbb,Faulty Fuel Injector,"A fuel injector is not delivering fuel properly, affecting engine performance.",CAR-ID:3751ef18,Fuel System
2021_03_14,8db96579-bf00-4e5d-944a-e9557a662fd1,Failing Hydraulic Lifters,"Hydraulic lifters are worn or failing, causing engine noise and performance issues.",CAR-ID:bdec2b28,Engine
2022_10_29,08411304-0136-4ee7-baf2-9a7108b3276a,Damaged Oxygen Sensors,"Oxygen sensors are damaged or failing, leading to poor fuel economy and emissions.",CAR-ID:fb63f178,Exhaust System
2019_04_22,24f40739-fdb1-4865-9368-cdb390cde6dd,Failing Variable Valve Timing (VVT) Solenoid,"The VVT solenoid is malfunctioning, affecting engine timing and performance.",CAR-ID:e690c0fc,Engine
2022_07_22,c3e2916f-69b9-4908-a796-9b2d85828375,Faulty Fuel Injector,"A fuel injector is not delivering fuel properly, affecting engine performance.",CAR-ID:63077cf5,Fuel System
2022_08_28,a43b3e94-4e33-4b2b-8f16-8d86723bebd1,Damaged Ignition Switch,"The ignition switch is faulty, causing issues with starting the car or electrical malfunctions.",CAR-ID:9c55db0b,Electrical System
2021_01_31,4ebdd83b-b3b5-400e-ad3e-3e9ef94a23a7,Failing Clutch Pressure Plate,"The pressure plate is failing, leading to clutch slippage and disengagement issues.",CAR-ID:9bf6652c,Clutch
2020_03_24,c7a58676-1cc0-412d-aebd-0e866d953557,Faulty Fuel Pump,The fuel pump is not delivering fuel to the engine efficiently.,CAR-ID:56b02386,Fuel System
2021_11_19,2546f3e1-727c-483d-b408-45d24411a643,Malfunctioning Dash Lights,The dashboard lights are flickering or not illuminating properly.,CAR-ID:d2f8a1ff,Electrical System
2020_10_30,080d2849-63ae-46b4-8d75-51511f1f5c07,Damaged Steering Rack Bushings,"The bushings are worn, leading to loose steering and potential leaks.",CAR-ID:59b94c5f,Steering System
2021_03_27,4ec28ad9-edd7-46a1-a948-8c47c3299f21,Damaged Intake Manifold Gasket,"The gasket is leaking, causing air and vacuum leaks.",CAR-ID:612a9b3e,Engine
2019_08_13,b5f74806-d6fb-4c2c-b35e-15d4499efacd,Flat Tire,The tire has lost all or most of its air pressure due to a puncture or leak.,CAR-ID:94db86c7,Tire
2020_04_22,dcd72bf9-b5d7-4b06-9e27-d0bbbc80d599,Faulty Spark Plugs,Spark plugs are failing to ignite the fuel-air mixture efficiently.,CAR-ID:10db10bc,Ignition System
2021_08_16,2534028c-5b00-49cb-98bc-b69344c6df94,Failing Turbocharger,"The turbocharger is not boosting engine power as it should, possibly due to leaks or damage.",CAR-ID:886537d4,Engine
2023_10_03,9e5b08ed-e9cd-42d0-a9fa-4445d7deea89,Malfunctioning Car Computer,"The main computer (ECU) is malfunctioning, affecting various engine functions.",CAR-ID:1423ffc4,Electrical System
2021_06_10,8ce2ac3c-d2ba-4423-b69b-abeeaccce6a2,Malfunctioning Charcoal Canister,"The charcoal canister is clogged or leaking, affecting emissions control.",CAR-ID:17f29fae,Emissions System
2019_07_02,c5522693-658f-43aa-b220-abe5b40be64f,Failing Fuel Gauge Sensor,"The fuel gauge sensor is inaccurate, leading to incorrect fuel level readings.",CAR-ID:1c354643,Fuel System
2020_01_29,8e917d58-2fff-455e-847d-5340082137c9,Malfunctioning Dash Lights,The dashboard lights are flickering or not illuminating properly.,CAR-ID:b4cf3901,Electrical System
2024_02_08,cb05d929-f86c-4d21-a488-f35cb73b9756,Failing Drive Belt Tensioner,"The tensioner is not maintaining proper belt tension, leading to slippage and noise.",CAR-ID:d2bc4601,Engine Belts
2023_09_23,2541fd97-ead5-4a0e-903d-f4e5d4fcbf48,Faulty EGR Valve,"The exhaust gas recirculation (EGR) valve is not working properly, affecting emissions and engine performance.",CAR-ID:7b77dc2e,Exhaust System
2021_10_02,b1718ad4-e13d-4972-a7e0-28c98ca3c10a,Failing Power Steering Rack,"The steering rack is worn or leaking, making steering difficult.",CAR-ID:a291f33f,Steering System
2023_06_10,77ba4db5-7857-474b-b042-823458885bc7,Failing Hydraulic Lifters,"Hydraulic lifters are worn or failing, causing engine noise and performance issues.",CAR-ID:faf9cd05,Engine
2020_10_09,7b0aefe5-7bbe-42a5-b8c2-9ded15b55a17,Malfunctioning Dash Lights,The dashboard lights are flickering or not illuminating properly.,CAR-ID:bbf047ee,Electrical System
2022_03_09,e39a892c-e3cf-4fe3-b796-d642fca642ef,Car Won't Start,"The car does not start or struggles to start, which could be an electrical or fuel issue.",CAR-ID:9be7ded7,Ignition System
2021_06_21,1c7f6bb6-424f-4ae1-96dd-f6f247b96c7f,Worn Tie Rod Ends,"Tie rod ends are worn, affecting steering and wheel alignment.",CAR-ID:8717ede6,Steering System
2020_06_28,41117c72-1f9c-468b-9b56-95ace4580d9c,Malfunctioning Car Alarm,The car alarm is going off randomly or not functioning when needed.,CAR-ID:b4cf3901,Electrical System
2021_03_06,57045d9f-99a5-4a17-a0e8-4b65298608cf,Damaged Turbocharger Seals,"The seals in the turbocharger are leaking, causing oil leaks and reduced performance.",CAR-ID:9c55db0b,Engine
2019_05_10,e47d9913-7c75-4ae3-8845-a99b79de7106,Malfunctioning Mass Air Flow Sensor,"The mass air flow sensor is not accurately measuring incoming air, affecting engine performance.",CAR-ID:7d899db9,Engine
2020_03_27,45e532b6-eedd-455c-a296-541548814942,Malfunctioning Gearbox Position Sensor,"The sensor is not detecting the correct gear position, leading to shifting issues.",CAR-ID:24a030c6,Transmission
2019_04_19,a2f16494-0af9-484d-896e-79ac7a3fa545,Failing Ignition Lock Cylinder,"The ignition lock cylinder is worn or damaged, causing difficulty in starting the car or turning the key.",CAR-ID:f6d32259,Electrical System
2019_12_29,6e0c6a3a-20e3-4a1b-a54c-8204e3eae704,Blown Head Gasket,"The head gasket is damaged, leading to coolant and oil leaks.",CAR-ID:85faf96f,Engine
2020_03_09,688bf5fe-0b6e-43e7-aa77-89af419f3cff,Broken Horn,"The car's horn is not functioning, which can be a safety issue.",CAR-ID:c2e953f2,Electrical System
2020_02_22,082a424f-2e9c-4a33-b99a-95d192dcad9e,Malfunctioning Fuel Level Sensor,The sensor is giving inaccurate fuel level readings to the gauge.,CAR-ID:17f29fae,Fuel System
2022_03_27,362f65f0-bb3d-4589-a834-eabd9cebbc74,Blown Head Gasket,"The head gasket is damaged, leading to coolant and oil leaks.",CAR-ID:ddbe03ca,Engine
2023_12_24,a892af89-0bfa-4ded-9b88-b8d56b01a623,Worn Engine Mounts,"Engine mounts are worn, leading to excessive engine movement and noise.",CAR-ID:4b0f3962,Engine
2022_11_19,53245004-110c-4407-aeee-de49f6d5ff52,Failing Throttle Actuator,"The actuator is not controlling the throttle position correctly, affecting acceleration.",CAR-ID:01670ff2,Engine
2022_03_17,db667465-e793-4522-bd73-fc76ecd77413,Malfunctioning Glow Plug Relay,"The relay is not providing power to the glow plugs, causing diesel starting issues.",CAR-ID:db07c8a9,Ignition System
2023_04_08,b464ec0b-9627-4760-9125-6f73efb9e145,Faulty Brake Booster,"The brake booster is not providing enough power assistance, making braking hard.",CAR-ID:661e2e76,Brakes
2023_11_08,96298a8d-a860-41d2-bd28-f9036b02fb3f,Malfunctioning ABS Sensor,"An anti-lock braking system (ABS) sensor is not functioning correctly, affecting braking safety.",CAR-ID:fd13c28f,Brakes
2024_02_09,e6b8d248-a9af-48f1-a436-06f2ffbe8641,Fading Car Paint,The car's paint is fading or peeling due to sun exposure or age.,CAR-ID:2d6ff26d,Body/Exterior
2021_10_11,f6b6f892-8795-41c1-81d6-5f935b4e6660,Malfunctioning Seat Heaters,The seat heaters are not working or overheating.,CAR-ID:bbf047ee,Interior
2019_11_26,7d12ccfa-f579-4098-9cd7-dfabcfd70c72,Inoperative Cruise Control,The cruise control system is not maintaining set speed or not engaging at all.,CAR-ID:c9661a85,Electrical System
2024_02_16,406ec645-7d14-466d-b5ca-fed7ad40cfc8,Worn Out Brake Lines,"Brake lines are corroded or damaged, risking a brake fluid leak.",CAR-ID:02a43768,Brakes
2021_02_21,5d033667-9834-4b3d-85a7-0336b420006b,Malfunctioning Sunroof,"The sunroof will not open or close properly, or it leaks.",CAR-ID:dbb5022c,Body/Exterior
2023_06_17,7ad3dfe2-b382-43f9-8db8-ebcf5806e41e,Worn Tie Rod Ends,"Tie rod ends are worn, affecting steering and wheel alignment.",CAR-ID:676b5c93,Steering System
2019_05_20,5aab7cf9-90a7-49be-8d17-d2f98eca930f,Failing Clutch Cable,"The clutch cable is stretched or broken, affecting clutch operation.",CAR-ID:bdec2b28,Clutch
2021_01_28,50e0a39f-f37a-4179-af89-b4fc922b9091,Failing Transmission Bearings,"Bearings in the transmission are worn, causing noise and potential failure.",CAR-ID:9c55db0b,Transmission
2023_03_26,4fde8482-4c66-4f3f-917a-30fef6df49f7,Malfunctioning Speedometer,The speedometer is giving inaccurate readings or not working at all.,CAR-ID:428a30d0,Electrical System
2021_03_18,77aa7bd3-a15e-4cd5-8618-9ab9f85ae9f5,Worn Ball Joints,"Ball joints in the suspension system are worn, affecting handling and wheel alignment.",CAR-ID:797f1565,Suspension
2022_03_05,e068bb09-ccfc-4bb0-98e9-9a44e9f7c6b9,Failing Engine Timing Sensor,"The sensor is not accurately tracking engine timing, affecting performance.",CAR-ID:d2f8a1ff,Engine
2019_11_18,0db3c975-2403-4948-a0dc-6ebf27479e73,Failing Oil Pump,"The oil pump is not circulating oil properly, risking engine damage due to poor lubrication.",CAR-ID:48c6f9e6,Engine
2022_02_01,3442eaa0-e911-4fea-96b7-abb39d327d54,Defective Airbags,The airbags may not deploy in an accident or have deployed without cause.,CAR-ID:9ea496f6,Safety System
2019_05_22,779dd6c9-405c-4c60-875a-9b6a421e2e01,Failing Clutch Cable,"The clutch cable is stretched or broken, affecting clutch operation.",CAR-ID:3ae178a8,Clutch
2023_10_26,bb57ee99-37ac-498d-a937-c305daab1872,Damaged Oxygen Sensors,"Oxygen sensors are damaged or failing, leading to poor fuel economy and emissions.",CAR-ID:c686edef,Exhaust System
2020_10_21,dede2b45-2659-444a-9003-72cf3b79f63a,Malfunctioning Traction Control System,"The traction control system is not functioning properly, affecting vehicle stability.",CAR-ID:0803c8c2,Safety System
2019_02_25,4d3245c9-0246-4782-b00e-e947eb55d269,Broken Seat Adjuster,"The seat adjuster mechanism is broken, preventing seat position changes.",CAR-ID:ba3e31d6,Interior
2022_10_09,4dc85f37-28d5-49fe-8fae-da620f315cfe,Fading Car Paint,The car's paint is fading or peeling due to sun exposure or age.,CAR-ID:3c2754ed,Body/Exterior
2023_03_02,bf03afd6-92b6-4d16-96fe-cacecf2fee3a,Worn Clutch Disc,"The clutch disc is worn, leading to slipping and reduced power transfer.",CAR-ID:d76266c8,Clutch
2022_09_12,87276552-01ff-42b2-9afd-286e9135b6d6,Malfunctioning Throttle Body,"The throttle body is not regulating airflow properly, affecting acceleration.",CAR-ID:e96617f7,Engine
2023_01_16,d8272bd6-29fd-491e-8872-607b2d4c32c2,Malfunctioning Body Control Module,The module that controls various electronic functions in the car is failing.,CAR-ID:55718b4c,Electrical System
2019_04_15,a63a230c-68ec-456a-bb5f-2366bf247c89,Stuck Brake Pads,"Brake pads are not releasing from the disc fully, causing drag and wear.",CAR-ID:8bda5e9f,Brakes
2020_12_08,fac9a010-559d-4d9e-a9eb-a51723e7ae75,Broken Window Regulator,The mechanism that raises and lowers the window is broken.,CAR-ID:e3b689bd,Electrical System
2019_09_12,87d44006-8823-4b9b-ba99-900e4076ed40,Faulty Fuel Injector,"A fuel injector is not delivering fuel properly, affecting engine performance.",CAR-ID:0049d2b8,Fuel System
2022_07_31,547d60bf-2078-4419-b4dc-3104d0a45515,Leaking Valve Cover Gasket,"The gasket is leaking oil, which can lead to engine damage if unchecked.",CAR-ID:30f8c4a8,Engine
2021_08_31,90af1967-5f2e-4483-9dca-27ed7d9c47e1,Fading Car Paint,The car's paint is fading or peeling due to sun exposure or age.,CAR-ID:91459c45,Body/Exterior
2024_01_09,7ac9de6d-a523-43cf-80e6-501a0765c152,Malfunctioning Idle Control Valve,"The valve is not regulating the engine's idle speed properly, causing stalling or rough idle.",CAR-ID:5aea880a,Engine
2020_08_07,c65d7c04-c393-43c3-9fca-ac7485d7f9a4,Failing Catalytic Converter,"The catalytic converter is clogged or damaged, leading to reduced engine performance and increased emissions.",CAR-ID:10bf7708,Exhaust System
2021_12_22,8a355571-60d1-4619-b799-67e250dbe74f,Flat Tire,The tire has lost all or most of its air pressure due to a puncture or leak.,CAR-ID:85faf96f,Tire
2021_08_08,91b709d5-b7b7-46c4-a440-275eece92c6a,Dirty Fuel Injectors,"Fuel injectors are clogged or dirty, affecting engine performance.",CAR-ID:0665000d,Fuel System
2019_04_19,78f8f2d7-5599-4a43-b651-b73e86694bc8,Faulty Coolant Temperature Sensor,"The sensor is giving inaccurate readings, affecting engine temperature regulation.",CAR-ID:3bacd273,Cooling System
2020_01_31,053a2a2b-d4cf-4b84-b853-13499c56d195,Malfunctioning ABS Sensor,"An anti-lock braking system (ABS) sensor is not functioning correctly, affecting braking safety.",CAR-ID:95320bc8,Brakes
2020_12_12,cdccb07e-bb9c-4739-bceb-4f4fea1c77b0,Malfunctioning O2 Sensor,"The oxygen sensor is not providing accurate data, affecting engine performance.",CAR-ID:7bf73127,Exhaust System
2022_04_26,19331220-a9ee-4ada-afec-8f2ad016c8ab,Exhaust Smoke,"Excessive smoke is coming from the exhaust, indicating possible oil or fuel issues.",CAR-ID:b5ee95a6,Exhaust System
2023_12_21,a1d3f887-b696-4566-aed0-08e5224aec50,Failing Glow Plugs,"Glow plugs in diesel engines are failing, causing starting issues in cold weather.",CAR-ID:07397c00,Ignition System
2020_10_20,a3c7eff8-5485-42e3-8b76-72b9e810a141,Damaged Dashboard,The dashboard is cracked or damaged due to sun exposure or age.,CAR-ID:5812d921,Interior
2021_05_24,6bfa550f-04a5-40a3-affb-d8427ac47447,Worn Tie Rod Ends,"Tie rod ends are worn, affecting steering and wheel alignment.",CAR-ID:43be19d7,Steering System
2022_01_18,51504589-5e88-49e6-af41-9fdf4c93dd48,Failing Clutch Cable,"The clutch cable is stretched or broken, affecting clutch operation.",CAR-ID:fd13c28f,Clutch
2022_04_26,9f804178-cf48-4de2-a506-3994105b98be,Alternator Failure,The alternator is not charging the battery while the car is running.,CAR-ID:7a15e123,Electrical System
2021_06_22,37effd52-27d3-4de9-a4c7-1aaa9b611f77,Malfunctioning Fuel Shut-Off Valve,"The valve is not operating correctly, affecting fuel flow.",CAR-ID:01367544,Fuel System
2023_10_19,4e636882-2890-4e63-9ba9-e199e16dacba,Leaking Brake Fluid,"Brake fluid is leaking from the system, leading to reduced braking power.",CAR-ID:9a7b0da1,Brakes
2019_08_19,ff8864c3-bb7f-4df5-9e3f-5ecc47f8d604,Defective Airbags,The airbags may not deploy in an accident or have deployed without cause.,CAR-ID:2d6ff26d,Safety System
2021_12_03,bec11603-a97f-4dac-b678-7cb5a7a41872,Failing Powertrain Control Module (PCM),"The PCM is malfunctioning, affecting engine and transmission performance.",CAR-ID:b3b0839f,Electrical System
2020_01_09,3a1b6b74-6b7a-4882-be5d-685ff8a246b5,Malfunctioning Differential Lock,"The differential lock is not engaging or disengaging properly, affecting traction.",CAR-ID:93b51861,Drivetrain
2020_02_20,7c7e993b-7341-4557-a18e-0bad6fab1d2b,Malfunctioning Throttle Body,"The throttle body is not regulating airflow properly, affecting acceleration.",CAR-ID:8224535e,Engine
2021_06_25,67397c52-d0b0-4965-b242-0f6588b43df0,Damaged Steering Rack Bushings,"The bushings are worn, leading to loose steering and potential leaks.",CAR-ID:4cdaf0c8,Steering System
2023_03_01,f73a122b-8715-4000-8712-eeba6f684321,Leaking Shock Absorbers,"The shock absorbers are leaking fluid, reducing their effectiveness.",CAR-ID:a64d36ea,Suspension
2020_11_24,400afeb7-c629-451d-8a87-b32315d27ff2,Failing Powertrain Control Module (PCM),"The PCM is malfunctioning, affecting engine and transmission performance.",CAR-ID:c212cde1,Electrical System
